Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
1,1,1,1,1812,12,19,1
1,4,1,1,1814,2,6,44
2,1,1,1,1820,5,19,13
2,1,1,1,1820,5,19,1
2,1,1,1,1822,5,30,1
1,1,1,1,1822,10,11,39
1,1,1,1,1822,11,15,1
2,1,1,1,1823,5,2,15
1,1,1,1,1823,10,24,1
1,1,1,1,1824,1,2,1
1,1,1,1,1825,2,26,1
2,1,1,2,1825,6,10,1
1,1,1,1,1827,10,5,1
1,1,1,1,1827,11,30,1
2,1,1,1,1827,11,30,2
2,1,1,1,1830,5,15,1
1,1,1,1,1832,1,27,1
2,1,1,1,1833,1,12,1
2,1,1,1,1833,1,12,1
3,1,1,1,1834,12,12,1
1,1,1,1,1834,5,30,1
2,1,1,1,1834,11,4,2
1,1,1,1,1835,2,20,1
2,1,1,1,1835,2,20,1
2,1,1,1,1835,2,20,1
2,1,1,1,1835,2,25,1
2,1,1,1,1835,2,25,1
3,1,1,1,1835,8,15,1
2,1,1,2,1836,1,9,1
2,1,1,1,1836,7,22,1
3,1,1,1,1836,8,9,1
3,1,1,1,1836,11,25,1
3,1,1,1,1836,11,25,1
2,1,1,2,1836,12,20,40
1,1,1,1,1839,6,21,15
2,1,1,1,1840,7,4,1
2,1,1,1,1840,7,4,1
2,1,1,1,1840,7,4,1
2,1,1,1,1839,1,5,1
2,1,1,1,1840,2,5,16
2,1,1,1,1840,2,5,1
1,1,1,1,1840,12,11,1
1,1,1,1,1841,11,26,1
1,1,1,1,1842,1,3,1
1,1,1,1,1842,2,1,1
2,1,1,1,1844,9,27,1
2,1,1,1,1844,9,27,1
1,1,1,1,1845,12,5,1
2,1,1,1,1849,8,12,22
2,1,1,2,1849,12,11,1
2,1,1,1,1850,2,6,22
2,1,1,1,1850,5,11,1
2,1,1,1,1850,11,1,1
2,1,1,1,1850,11,1,1
2,1,1,1,1850,11,1,1
2,1,1,1,1851,5,10,1
2,1,1,1,1851,5,3,16
2,1,1,1,1851,5,2,1
2,1,1,1,1851,5,3,40
2,1,1,1,1851,5,23,1
2,1,1,1,1851,10,17,40
2,1,1,1,1851,10,24,22
2,1,1,1,1852,1,17,1
2,1,1,1,1851,10,31,40
2,1,1,1,1852,4,2,1
2,1,1,1,1852,4,2,1
1,1,1,1,1852,9,3,1
2,1,1,1,1852,4,9,1
2,1,1,1,1853,6,17,1
2,1,1,1,1853,6,17,1
2,1,1,1,1854,1,23,40
2,1,1,1,1855,1,1,40
2,1,1,1,1855,1,18,40
2,1,1,1,1854,7,7,40
2,1,1,1,1854,11,25,40
2,1,1,1,1855,3,31,1
2,1,1,1,1855,11,17,1
2,1,1,1,1855,12,3,43
1,1,1,1,1856,3,21,1
3,1,1,1,1857,11,13,1
2,1,1,1,1857,12,23,1
1,1,1,1,1858,3,5,1
2,1,1,1,1858,7,16,1
2,1,1,1,1858,9,17,1
2,1,1,1,1858,9,27,1
2,1,1,2,1859,11,25,1
2,1,1,1,1859,5,27,40
2,1,1,1,1859,5,27,1
2,1,1,1,1860,4,19,1
1,1,1,1,1860,6,15,1
2,1,1,1,1860,7,13,1
2,1,1,2,1860,7,13,1
1,1,1,1,1860,8,10,1
2,1,1,1,1860,10,19,8
2,1,1,1,1860,10,19,8
2,1,1,1,1860,10,19,8
2,1,1,1,1861,1,29,1
2,1,1,1,1861,2,25,1
2,1,1,1,1861,4,29,1
2,1,1,1,1861,10,23,40
2,1,1,1,1862,3,26,2
1,1,1,1,1862,10,17,1
2,1,1,1,1863,3,24,1
2,1,1,1,1866,4,20,1
2,1,1,1,1866,6,1,1
2,1,1,1,1867,8,23,1
1,1,1,1,1867,11,1,1
2,1,1,1,1869,3,12,10
2,1,1,1,1869,3,12,10
2,1,1,1,1874,1,15,1
2,1,1,1,1874,1,15,1
2,1,1,1,1875,8,6,1
2,1,1,1,1876,4,28,2
2,1,1,1,1876,7,28,1
2,1,1,1,1876,7,28,1
2,1,1,1,1878,3,10,1
2,1,1,1,1878,3,10,1
2,1,1,1,1878,3,10,1
2,1,1,1,1878,3,10,1
2,1,1,1,1878,3,22,1
2,1,1,1,1878,3,22,1
2,1,1,1,1878,3,22,1
2,1,1,1,1878,7,26,1
2,1,1,1,1878,8,23,1
2,1,1,1,1878,11,1,2
2,1,1,1,1879,1,17,1
2,1,1,1,1879,4,25,1
2,1,1,1,1881,6,3,1
2,1,1,1,1881,8,12,2
2,1,1,1,1881,8,26,1
2,1,1,1,1882,3,31,10
2,1,1,1,1882,3,31,10
2,1,1,1,1882,12,15,1
2,1,1,1,1883,3,9,10
2,1,1,1,1883,8,17,1
2,1,1,1,1883,9,7,1
2,1,1,1,1884,6,13,1
1,1,1,1,1884,8,1,16
1,1,1,1,1884,8,1,16
1,1,1,1,1884,8,1,16
2,1,1,1,1884,8,29,2
2,1,1,1,1884,8,29,1
2,1,1,1,1884,8,29,1
2,1,1,1,1885,2,13,1
2,1,1,1,1885,3,13,1
2,1,1,1,1885,8,28,1
2,1,1,1,1885,8,28,1
1,1,1,1,1886,6,26,1
2,1,1,1,1886,10,8,2
2,1,1,1,1887,1,14,1
2,1,1,1,1887,4,8,1
2,1,1,1,1887,4,15,10
2,1,1,1,1887,11,4,1
2,1,1,2,1888,10,12,1
2,1,1,1,1888,11,23,1
2,1,1,1,1889,1,25,1
2,1,1,1,1890,1,3,1
2,1,1,1,1890,1,24,1
2,1,1,1,1890,2,7,1
2,1,1,1,1890,2,21,10
1,1,1,1,1890,2,21,1
1,1,1,1,1890,2,28,1
2,1,1,1,1890,4,18,10
2,1,1,1,1890,5,9,1
2,1,1,1,1890,7,11,1
2,1,1,1,1891,1,16,1
2,1,1,1,1891,5,8,2
2,1,1,1,1891,6,26,1
2,1,1,1,1892,1,22,1
2,1,1,1,1892,3,19,1
2,1,1,1,1892,7,8,1
2,1,1,1,1892,7,24,1
1,1,1,1,1893,1,27,10
2,1,1,1,1893,2,2,1
2,1,1,1,1893,3,3,1
2,1,1,1,1893,3,10,1
2,1,1,1,1893,5,12,1
2,1,1,1,1893,5,26,27
2,1,1,1,1893,5,26,27
2,1,1,1,1893,5,26,27
2,1,1,1,1893,7,7,1
2,1,1,1,1893,9,15,1
2,1,1,1,1893,10,9,2
2,1,1,1,1893,11,21,10
2,1,1,1,1894,1,5,1
2,1,1,1,1894,3,30,1
2,1,1,1,1894,4,20,1
2,1,1,1,1894,5,18,1
2,1,1,1,1894,5,18,1
2,1,1,1,1894,7,13,1
2,1,1,1,1894,7,13,1
2,1,1,1,1894,7,20,1
2,1,1,1,1894,7,20,1
2,1,1,1,1894,7,20,10
2,1,1,1,1894,9,20,1
2,1,1,1,1894,11,16,10
1,1,1,1,1895,2,8,10
2,1,1,1,1895,6,7,1
2,1,1,1,1895,6,7,1
2,1,1,1,1895,6,14,1
2,1,1,1,1895,7,5,1
2,1,1,1,1895,8,2,1
2,1,1,1,1896,1,10,1
2,1,1,1,1896,5,8,1
2,1,1,1,1896,5,9,10
2,1,1,1,1896,8,21,1
2,1,1,1,1896,11,21,1
2,1,1,1,1896,11,28,11
2,1,1,1,1897,2,19,1
1,1,1,1,1897,3,5,1
2,1,1,1,1897,7,30,1
2,1,1,1,1897,9,17,1
2,1,1,1,1897,12,10,1
2,1,1,1,1897,12,10,1
2,1,1,1,1897,12,17,2
2,1,1,1,1898,1,21,1
2,1,1,1,1898,2,25,10
2,1,1,1,1898,9,30,1
2,1,1,1,1899,1,20,1
2,1,1,1,1899,1,20,1
2,1,1,1,1899,2,3,1
2,1,1,1,1899,3,17,1
1,1,1,1,1899,3,31,10
1,1,1,1,1899,3,31,10
2,1,1,1,1899,3,31,10
2,1,1,1,1899,6,30,1
2,1,1,1,1899,8,4,1
2,1,1,1,1899,9,15,2
2,1,1,1,1900,2,9,1
2,1,1,1,1900,5,18,10
2,1,1,1,1900,5,18,10
2,1,1,1,1900,5,18,10
2,1,1,1,1901,5,16,10
2,1,1,1,1901,6,28,1
1,1,1,1,1901,6,28,1
2,1,1,1,1901,9,20,2
2,1,1,1,1901,12,20,1
2,1,1,1,1901,12,20,1
2,1,1,1,1902,1,3,1
2,1,1,1,1902,3,6,1
2,1,1,1,1902,3,28,11
2,1,1,1,1902,5,22,1
2,1,1,1,1902,5,22,1
2,1,1,1,1902,8,22,1
2,1,1,1,1902,9,5,1
2,1,1,1,1902,9,13,1
2,1,1,1,1903,3,13,1
2,1,1,1,1903,3,27,15
2,1,1,1,1903,4,10,1
2,1,1,1,1903,4,24,11
2,1,1,1,1903,7,31,1
2,1,1,1,1903,7,31,1
2,1,1,1,1903,7,31,1
2,1,1,1,1903,8,7,15
2,1,1,1,1903,8,7,15
2,1,1,1,1903,8,21,1
2,1,1,1,1903,9,25,1
2,1,1,1,1903,10,22,1
2,1,1,1,1903,10,30,1
2,1,1,1,1903,10,30,1
2,1,1,1,1903,12,17,1
2,1,1,1,1903,12,31,1
2,1,1,1,1904,3,5,1
2,1,1,1,1904,3,25,1
2,1,1,1,1904,5,13,1
2,1,1,1,1904,5,13,1
2,1,1,1,1904,7,8,1
2,1,1,1,1904,9,8,1
2,1,1,1,1904,9,9,1
2,1,1,1,1904,9,9,1
2,1,1,1,1904,9,9,1
2,1,1,1,1904,10,21,1
1,1,1,1,1904,11,25,1
2,1,1,1,1905,1,14,1
2,1,1,1,1905,3,10,1
2,1,1,1,1905,3,10,1
2,1,1,1,1905,3,24,1
2,1,1,1,1905,6,16,11
2,1,1,1,1905,6,16,11
2,1,1,1,1905,6,16,1
2,1,1,1,1905,6,23,1
2,1,1,1,1905,6,29,1
2,1,1,1,1905,10,5,10
2,1,1,1,1905,10,27,10
2,1,1,1,1905,12,29,1
2,1,1,1,1905,12,29,1
2,1,1,1,1906,3,9,10
2,1,1,1,1906,3,28,1
2,1,1,1,1906,4,6,1
2,1,1,1,1906,4,6,1
2,1,1,1,1906,6,29,10
2,1,1,1,1906,8,10,1
1,1,1,1,1907,3,15,1
1,1,1,1,1907,4,25,10
2,1,1,1,1907,6,21,1
2,1,1,1,1907,7,26,1
2,1,1,1,1907,11,15,2
2,1,1,1,1908,2,10,10
2,1,1,1,1908,5,1,1
2,1,1,1,1909,3,31,15
1,1,1,1,1909,10,22,1
2,1,1,1,1909,10,22,1
1,1,1,1,1909,12,17,1
2,1,1,1,1910,2,4,10
2,1,1,1,1910,3,25,10
2,1,1,1,1910,3,25,10
2,1,1,1,1910,6,9,1
2,1,1,1,1910,6,16,10
2,1,1,1,1910,6,21,1
2,1,1,1,1910,8,13,1
2,1,1,1,1911,6,2,1
2,1,1,1,1911,12,22,2
2,1,1,1,1912,1,12,1
1,1,1,1,1912,2,19,1
2,1,1,1,1912,5,17,1
2,1,1,1,1912,5,31,1
2,1,1,1,1912,7,9,1
2,1,1,1,1912,8,23,1
2,1,1,1,1912,12,13,1
2,1,1,1,1913,1,3,1
2,1,1,1,1913,2,14,2
1,1,1,1,1913,3,21,1
1,1,1,1,1913,3,21,1
1,1,1,1,1913,4,4,1
1,1,1,1,1913,4,4,1
1,1,1,1,1913,4,4,1
2,1,1,1,1913,4,4,1
1,1,1,1,1913,4,4,1
2,1,1,1,1913,6,27,1
2,1,1,1,1914,2,6,1
2,1,1,1,1914,6,26,1
2,1,1,1,1914,6,26,1
2,1,1,1,1914,8,21,1
2,1,1,1,1914,10,30,1
2,1,1,1,1914,10,30,15
2,1,1,1,1914,10,30,15
2,1,1,1,1914,10,30,1
2,1,1,1,1915,3,12,1
2,1,1,1,1915,6,25,1
2,1,1,1,1915,6,25,1
2,1,1,1,1915,7,2,1
1,1,1,1,1915,8,6,1
2,1,1,1,1915,8,6,1
2,1,1,1,1915,8,6,1
2,1,1,1,1915,8,6,1
2,1,1,1,1916,5,12,1
2,1,1,1,1917,8,3,1
2,1,1,1,1917,10,26,10
2,1,1,1,1918,7,19,1
2,1,1,1,1918,9,11,1
2,1,1,1,1918,11,8,1
1,1,1,1,1919,6,27,1
2,1,1,1,1920,7,16,10
2,1,1,1,1920,7,30,1
2,1,1,1,1921,1,21,1
2,1,1,1,1921,1,21,1
2,1,1,1,1921,2,4,1
2,1,1,1,1921,8,26,1
2,1,1,1,1921,8,26,1
2,1,1,1,1921,8,26,15
2,1,1,1,1921,9,15,11
2,1,1,1,1921,12,2,1
2,1,1,1,1921,12,2,1
2,1,1,1,1922,6,16,1
2,1,1,1,1922,6,23,1
2,1,1,1,1922,7,14,1
2,1,1,1,1922,7,14,1
2,1,1,1,1922,9,1,15
2,1,1,1,1922,11,3,1
2,1,1,1,1923,6,8,2
2,1,1,1,1923,6,8,1
2,1,1,1,1924,3,7,1
2,1,1,1,1924,3,21,10
1,1,1,1,1924,7,11,11
2,1,1,1,1924,8,8,1
2,1,1,1,1924,8,8,1
1,1,1,1,1925,2,27,1
2,1,1,1,1925,3,6,1
2,1,1,1,1925,6,12,1
2,1,1,1,1925,7,3,11
2,1,1,1,1925,7,31,1
2,1,1,1,1925,8,21,2
2,1,1,1,1925,10,9,1
2,1,1,1,1926,1,22,2
2,1,1,1,1926,3,5,1
2,1,1,1,1926,6,25,1
2,1,1,1,1926,9,24,15
2,2,1,1,1927,4,8,10
1,2,1,1,1927,4,23,1
1,2,1,1,1927,7,15,1
2,2,1,1,1927,9,9,1
2,2,1,1,1927,12,16,1
2,2,1,1,1927,12,30,1
2,2,1,1,1928,3,9,1
1,2,1,1,1928,3,9,1
2,2,1,1,1928,4,6,10
2,2,1,1,1928,6,15,1
2,2,1,1,1928,7,20,1
2,2,1,1,1929,3,15,1
2,2,1,1,1929,7,26,1
2,2,1,1,1929,8,23,1
2,2,1,2,1930,1,24,1
1,2,1,1,1930,3,14,10
2,2,1,1,1930,6,20,1
2,2,1,1,1930,6,20,10
2,2,1,1,1930,6,20,10
2,2,1,1,1931,2,27,2
2,2,1,1,1931,3,27,2
2,2,1,1,1931,5,29,1
2,2,1,1,1931,6,10,1
2,2,1,1,1932,1,15,2
2,2,1,1,1932,1,15,2
2,2,1,1,1932,3,11,10
2,2,1,1,1932,3,11,10
2,2,1,1,1933,2,3,1
2,2,1,1,1933,2,3,1
2,2,1,1,1933,10,27,27
2,2,1,1,1934,2,9,1
2,2,1,1,1934,2,9,1
2,2,1,1,1934,2,9,10
2,2,1,1,1934,2,9,1
2,2,1,1,1934,2,9,1
2,2,1,1,1935,3,1,10
2,2,1,1,1935,3,22,1
2,2,1,1,1936,2,21,11
2,2,1,1,1936,3,20,1
2,2,1,1,1936,3,20,1
2,2,1,1,1936,3,27,1
2,2,1,1,1936,4,17,1
2,2,1,1,1936,5,15,1
2,2,1,1,1936,5,15,1
1,2,1,1,1936,6,5,1
2,2,1,1,1936,6,12,1
2,2,1,1,1936,6,12,1
1,2,1,1,1936,6,12,1
2,2,1,1,1936,6,19,11
1,2,1,1,1936,6,19,1
2,2,1,1,1936,7,3,1
2,2,1,1,1936,7,10,1
2,2,1,1,1936,7,31,2
2,2,1,1,1936,8,7,1
1,2,1,1,1937,1,29,10
1,2,1,1,1937,2,26,10
2,2,1,1,1937,6,11,2
1,2,1,1,1937,9,10,1
2,2,1,1,1938,1,28,10
2,2,1,1,1938,1,28,10
2,2,1,1,1938,7,22,1
2,2,1,1,1938,7,22,15
2,2,1,1,1938,8,19,1
2,2,1,1,1938,8,19,2
2,2,1,1,1938,11,25,2
1,2,1,1,1938,11,25,1
2,2,1,1,1938,12,30,15
2,2,1,1,1939,2,17,2
2,2,1,1,1939,3,17,1
2,2,1,1,1939,3,17,10
2,2,1,1,1939,6,9,11
2,2,1,1,1939,6,9,1
2,2,1,1,1939,6,9,2
2,2,1,1,1939,7,7,1
2,2,1,1,1939,8,18,2
2,2,1,1,1940,2,16,1
2,2,1,1,1940,3,15,1
2,2,1,1,1940,3,29,1
2,2,1,1,1940,3,29,2
2,2,1,1,1940,5,3,10
2,2,1,1,1940,5,24,10
2,2,1,1,1940,8,9,2
2,2,1,1,1941,1,17,2
2,2,1,1,1941,7,11,19
2,2,1,1,1941,8,8,4
1,2,1,1,1942,1,9,1
2,2,1,1,1942,1,23,11
2,2,1,1,1942,3,13,11
1,2,1,1,1942,3,13,1
2,2,1,1,1942,5,1,10
2,2,1,1,1942,5,1,1
2,2,1,1,1942,6,26,2
2,2,1,1,1942,6,26,1
1,2,1,1,1942,7,10,1
2,2,1,1,1943,2,19,1
2,2,1,1,1943,6,4,2
2,2,1,1,1943,8,6,1
2,2,1,1,1943,8,13,2
2,2,1,1,1943,8,13,2
2,2,1,1,1944,3,24,1
2,2,1,1,1944,11,3,10
1,2,1,1,1945,3,16,2
1,2,1,1,1945,3,16,2
2,2,1,1,1945,7,20,1
2,2,1,1,1946,1,18,11
2,2,1,1,1946,1,25,10
2,2,1,1,1946,2,1,10
1,2,1,1,1946,3,15,1
1,2,1,1,1946,4,19,10
2,2,1,1,1946,5,24,10
2,2,1,1,1946,5,24,1
2,2,1,1,1946,7,14,10
1,2,1,1,1946,8,16,1
2,2,1,1,1946,12,13,2
2,2,1,1,1947,3,14,1
2,2,1,1,1947,5,23,1
2,2,1,1,1948,3,19,10
1,2,1,1,1948,3,19,1
2,2,1,1,1949,3,11,1
2,2,1,1,1949,3,18,10
2,2,1,1,1949,3,25,1
2,2,1,1,1949,8,12,1
2,2,1,1,1949,8,12,10
2,2,1,1,1950,5,26,10
2,2,1,1,1950,7,21,1
1,2,1,1,1950,7,21,10
2,2,1,1,1950,7,21,10
2,2,1,1,1952,5,2,1
2,2,1,1,1952,5,2,11
2,2,1,1,1952,5,9,1
1,2,1,1,1952,10,10,1
2,2,1,1,1953,8,28,2
1,2,1,2,1953,9,4,1
2,2,1,1,1954,4,23,10
2,2,1,1,1954,4,23,10
2,2,1,1,1956,9,28,2
2,2,1,1,1957,3,22,1
1,2,1,2,1957,10,11,1
2,2,1,1,1958,3,28,2
2,2,1,1,1959,12,4,2
1,2,1,1,1959,12,11,10
2,2,1,1,1960,4,29,1
2,2,1,1,1961,11,24,11
2,2,1,1,1962,8,31,1
1,2,1,1,1964,9,4,15
1,2,1,1,1965,1,15,1
3,1,2,1,1869,12,29,1
1,1,2,1,1878,12,14,1
1,1,2,1,1902,9,19,10
1,1,2,1,1903,3,6,1
1,1,2,1,1921,4,15,1
3,1,2,1,1929,9,7,1
3,1,2,1,1939,11,10,1
5,1,4,1,1873,5,2,1
5,1,4,1,1880,11,26,1
1,1,4,1,1882,2,3,1
3,1,4,1,1882,3,3,1
3,1,4,1,1882,3,3,1
3,1,4,1,1882,3,3,1
1,1,4,1,1884,3,28,1
1,1,4,1,1884,3,28,1
1,1,4,1,1884,3,28,1
1,1,4,1,1884,3,28,1
1,1,4,1,1884,3,28,1
1,1,4,1,1884,5,15,1
1,1,4,1,1886,2,5,1
1,1,4,1,1887,8,12,1
5,1,4,1,1888,3,2,1
3,1,4,1,1889,5,18,1
3,1,4,1,1889,12,6,1
3,1,4,1,1889,12,6,1
3,1,4,1,1889,12,27,1
1,1,4,1,1898,6,8,1
1,1,4,1,1900,1,8,1
1,1,4,1,1900,11,16,1
5,1,4,1,1900,11,16,10
1,1,4,1,1900,11,16,1
5,1,4,1,1902,11,23,1
5,1,4,1,1903,7,31,1
5,1,4,1,1903,7,31,1
5,1,4,1,1905,6,16,1
1,1,4,1,1905,8,16,1
1,1,4,1,1907,1,19,1
2,1,4,1,1907,7,12,1
5,1,4,1,1910,1,5,1
5,1,4,1,1910,12,2,1
5,1,4,1,1910,12,2,1
5,1,4,1,1911,7,7,1
5,1,4,1,1911,7,28,1
1,1,4,1,1913,5,13,10
1,1,4,1,1914,5,29,10
5,1,4,1,1915,12,10,1
5,1,4,1,1916,5,19,1
5,1,4,1,1916,6,9,1
5,1,4,1,1916,7,7,1
5,1,4,1,1920,4,16,1
5,1,4,1,1921,1,14,1
1,1,4,1,1921,9,9,1
5,1,4,1,1922,1,13,10
5,1,4,1,1922,1,13,1
1,1,4,1,1922,9,29,1
1,1,4,1,1923,4,13,10
5,1,4,1,1923,8,10,10
2,1,4,1,1924,6,20,1
2,1,4,1,1925,1,9,1
3,1,4,1,1925,10,10,1
1,1,4,1,1926,1,8,1
1,1,4,1,1927,5,20,1
4,1,4,1,1928,6,22,1
4,1,4,1,1928,6,22,1
4,1,4,1,1928,6,22,1
4,1,4,1,1928,6,22,1
1,1,4,2,1930,2,21,10
5,1,4,1,1930,3,7,1
1,1,4,1,1931,8,21,10
5,3,4,1,1934,7,6,10
5,3,4,1,1934,7,6,10
1,3,4,1,1934,7,13,10
1,3,4,1,1934,8,31,10
1,3,4,1,1936,5,15,1
1,3,4,1,1936,7,10,1
3,1,4,1,1936,7,12,1
1,3,4,1,1936,10,2,10
1,3,4,1,1937,1,8,10
2,3,4,1,1937,8,13,1
1,3,4,1,1937,8,13,1
1,3,4,1,1937,9,3,1
1,3,4,1,1938,1,14,10
1,3,4,1,1939,4,28,1
2,3,4,1,1939,9,22,10
1,3,4,1,1940,8,9,10
2,3,4,1,1943,1,8,1
2,3,4,1,1943,1,8,1
2,3,4,1,1943,1,8,1
1,3,4,1,1943,2,19,11
5,3,4,1,1943,4,27,10
2,3,4,1,1945,1,5,1
1,3,4,1,1945,4,6,1
2,3,4,1,1945,4,13,1
5,3,4,1,1950,7,29,1
1,3,4,1,1951,7,18,1
1,3,4,1,1955,3,4,11
1,3,4,1,1955,8,31,1
1,3,4,1,1957,5,22,1
1,3,4,1,1958,11,22,11
2,3,4,1,1959,3,7,1
1,3,4,1,1960,3,11,1
2,3,4,1,1961,10,31,1
1,3,4,1,1963,3,8,10
5,3,4,1,1963,3,14,1
1,1,5,1,1828,5,31,10
1,1,5,1,1837,5,30,1
1,1,5,1,1838,10,19,1
1,1,5,1,1839,7,31,1
1,1,5,1,1839,7,31,1
1,1,5,1,1839,7,31,1
2,1,5,1,1843,6,9,2
2,1,5,1,1843,6,9,2
1,1,5,1,1845,11,8,1
1,1,5,2,1845,11,8,1
1,1,5,1,1845,12,26,1
3,1,5,1,1853,2,4,1
1,1,5,1,1859,6,10,1
1,1,5,1,1861,1,18,1
2,1,5,1,1861,3,8,1
1,1,5,1,1864,1,8,18
1,4,5,1,1864,7,29,1
1,4,5,1,1864,7,29,1
1,4,5,1,1864,7,29,1
1,4,5,1,1864,7,29,1
3,1,5,1,1870,6,24,10
2,1,5,1,1871,2,3,1
2,1,5,1,1873,5,2,1
3,1,5,1,1873,8,15,1
3,1,5,1,1873,10,10,1
3,1,5,1,1873,10,10,1
3,1,5,1,1873,10,10,1
3,1,5,1,1874,4,3,1
3,1,5,1,1874,4,3,1
3,1,5,1,1874,4,3,1
1,1,5,1,1874,4,13,1
3,1,5,1,1875,1,15,1
1,1,5,1,1875,9,3,1
1,1,5,1,1875,9,3,1
1,1,5,1,1875,9,3,10
3,1,5,1,1875,9,3,10
3,1,5,1,1875,9,3,1
2,1,5,1,1875,9,3,1
3,1,5,1,1876,4,21,10
3,1,5,1,1876,4,21,10
1,1,5,1,1876,4,21,10
3,1,5,1,1876,4,21,1
2,1,5,1,1876,4,21,10
3,1,5,1,1876,9,8,1
3,1,5,1,1876,9,8,1
3,1,5,1,1876,9,8,1
3,1,5,1,1876,9,8,1
2,1,5,1,1877,7,28,1
2,1,5,1,1878,6,21,1
2,1,5,1,1878,8,30,2
2,1,5,1,1878,12,20,1
3,1,5,1,1878,12,20,1
2,1,5,1,1879,6,27,2
1,1,5,1,1879,8,29,1
1,1,5,1,1879,8,29,1
1,1,5,1,1879,9,12,1
1,1,5,1,1879,9,26,1
1,1,5,1,1879,10,3,1
2,1,5,1,1880,6,11,1
2,1,5,1,1880,7,9,1
2,1,5,1,1880,7,9,1
2,1,5,1,1881,2,4,1
2,1,5,1,1881,4,15,1
2,1,5,1,1881,6,10,1
2,1,5,1,1881,7,15,1
2,1,5,1,1881,7,15,1
2,1,5,1,1881,7,19,1
2,1,5,1,1881,7,22,1
3,1,5,1,1881,9,9,1
3,1,5,1,1881,9,9,1
1,1,5,1,1881,9,9,1
1,1,5,1,1881,9,9,1
2,1,5,1,1881,11,18,1
2,1,5,1,1881,12,9,1
1,1,5,1,1881,12,9,1
2,1,5,1,1882,2,24,10
1,1,5,1,1882,4,21,1
2,1,5,1,1883,1,26,1
2,1,5,1,1883,3,23,1
3,1,5,1,1883,4,13,1
1,1,5,1,1883,4,13,1
2,1,5,1,1883,5,25,2
1,1,5,1,1883,6,22,10
1,1,5,1,1883,6,22,10
1,1,5,1,1883,6,22,10
1,1,5,1,1883,6,22,10
2,1,5,1,1883,6,29,1
2,1,5,1,1883,6,29,1
3,1,5,1,1883,6,29,1
1,1,5,1,1883,8,17,1
2,1,5,1,1883,10,12,1
1,1,5,1,1883,12,7,1
2,1,5,1,1884,4,4,1
2,1,5,1,1884,4,25,1
2,1,5,1,1884,5,30,1
2,1,5,1,1884,6,29,1
3,1,5,1,1884,7,11,1
1,1,5,1,1884,7,11,1
3,1,5,1,1884,7,11,1
2,1,5,1,1884,8,1,1
2,1,5,1,1884,9,29,2
2,1,5,1,1884,11,26,1
2,1,5,1,1884,11,28,1
1,1,5,1,1885,1,30,1
2,1,5,1,1885,2,12,1
2,1,5,1,1885,2,12,1
1,1,5,1,1885,4,17,1
1,1,5,1,1885,4,24,10
2,1,5,1,1885,5,8,1
2,1,5,1,1885,5,22,1
3,1,5,1,1885,6,26,1
3,1,5,1,1885,6,26,1
2,1,5,1,1885,6,26,1
2,1,5,1,1885,7,17,1
2,1,5,1,1885,8,26,1
2,1,5,1,1886,4,23,1
1,1,5,1,1886,4,23,1
1,1,5,1,1886,4,30,1
1,1,5,1,1886,4,30,1
3,1,5,1,1886,7,23,1
1,1,5,1,1886,7,23,1
3,1,5,1,1886,8,6,1
1,1,5,1,1887,1,14,1
2,1,5,1,1887,1,14,1
1,1,5,1,1887,1,14,1
1,1,5,1,1887,1,14,1
2,1,5,1,1887,1,21,1
2,1,5,1,1887,3,25,2
1,1,5,1,1887,4,8,1
3,1,5,1,1887,10,7,10
3,1,5,1,1887,10,7,1
2,1,5,1,1887,10,21,10
3,1,5,1,1888,4,27,1
2,1,5,1,1888,4,27,1
2,1,5,1,1888,4,27,1
2,1,5,1,1888,7,6,1
2,1,5,1,1888,10,26,1
3,1,5,1,1889,1,25,1
2,1,5,1,1889,3,15,1
2,1,5,1,1889,3,15,1
2,1,5,1,1889,3,15,1
2,1,5,1,1889,4,19,1
2,1,5,1,1889,4,19,1
3,1,5,1,1889,8,30,1
2,1,5,1,1889,8,30,1
3,1,5,1,1890,1,16,1
3,1,5,1,1890,1,16,10
3,1,5,1,1890,1,16,10
3,1,5,1,1890,1,16,1
3,1,5,1,1890,1,16,1
3,1,5,1,1890,1,16,1
1,1,5,1,1890,7,9,1
1,1,5,1,1891,6,30,1
2,1,5,1,1891,7,15,1
2,1,5,1,1891,7,31,10
1,1,5,1,1892,4,27,1
2,1,5,1,1892,5,6,1
2,1,5,1,1892,5,6,1
1,1,5,1,1892,5,27,1
1,1,5,1,1892,6,28,1
2,1,5,1,1892,6,28,1
1,1,5,1,1892,12,30,1
2,1,5,1,1893,1,31,1
2,1,5,1,1893,4,27,1
1,1,5,1,1893,11,10,1
1,1,5,1,1894,4,6,10
1,1,5,1,1894,4,6,10
1,1,5,1,1894,4,6,10
1,1,5,1,1894,4,27,1
2,1,5,1,1894,8,24,1
1,1,5,1,1894,9,24,1
1,1,5,1,1894,11,2,10
2,1,5,1,1895,6,21,1
1,1,5,1,1895,11,8,1
2,1,5,1,1895,11,15,1
1,1,5,1,1895,12,6,1
3,1,5,1,1896,1,24,1
2,1,5,1,1896,2,28,1
3,1,5,1,1896,3,17,1
2,1,5,1,1896,4,24,1
3,1,5,1,1896,4,30,1
1,1,5,1,1896,4,30,10
1,1,5,1,1896,4,30,10
2,1,5,1,1896,5,22,1
