Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
2,1,13,1,1911,6,16,2
1,1,13,1,1911,9,1,1
1,1,13,1,1911,11,27,1
2,1,13,1,1911,12,5,1
2,1,13,1,1911,12,8,1
2,1,13,1,1911,12,14,1
2,1,13,1,1912,1,16,1
2,1,13,1,1912,2,22,1
2,1,13,1,1912,2,22,23
2,1,13,1,1912,3,29,1
2,1,13,1,1912,3,29,1
1,1,13,1,1912,5,10,1
2,1,13,1,1912,5,14,1
2,1,13,1,1912,5,24,2
2,1,13,1,1912,8,23,11
1,1,13,1,1912,9,6,1
2,1,13,1,1912,10,25,11
2,1,13,1,1912,10,25,11
2,1,13,1,1912,11,8,1
2,1,13,1,1912,12,4,1
2,1,13,1,1912,12,13,1
1,1,13,1,1912,12,13,1
1,1,13,1,1913,1,3,1
2,1,13,1,1913,1,17,1
2,1,13,1,1913,2,7,1
2,1,13,1,1913,5,2,1
2,1,13,1,1913,5,23,1
2,1,13,1,1913,5,23,1
2,1,13,1,1913,7,11,1
2,1,13,1,1913,8,22,1
2,1,13,1,1913,10,17,1
2,1,13,1,1914,2,12,1
1,1,13,1,1914,6,12,1
2,1,13,1,1914,6,19,1
2,1,13,1,1914,6,19,1
2,1,13,1,1914,6,19,1
1,1,13,1,1914,7,31,1
1,1,13,1,1914,7,31,1
1,1,13,1,1914,9,11,1
2,1,13,1,1915,1,29,1
2,1,13,1,1915,4,9,1
2,1,13,1,1915,6,9,1
2,1,13,1,1915,8,6,1
2,1,13,1,1915,8,19,1
2,1,13,1,1915,9,24,2
2,1,13,1,1915,9,25,1
2,1,13,1,1915,11,8,1
2,1,13,1,1915,11,8,1
2,1,13,1,1915,11,8,1
2,1,13,1,1915,12,22,1
1,1,13,1,1916,5,19,1
2,1,13,1,1916,6,2,1
2,1,13,1,1917,1,12,2
2,1,13,1,1917,1,29,10
2,1,13,1,1917,2,16,1
2,1,13,1,1917,7,20,10
2,1,13,1,1919,5,23,1
2,1,13,1,1920,4,30,1
2,1,13,1,1920,8,20,2
2,1,13,1,1922,5,5,2
2,1,13,1,1922,5,12,1
2,1,13,1,1922,6,16,2
2,1,13,1,1922,9,1,1
1,1,13,1,1922,9,1,1
1,1,13,1,1924,5,24,1
2,1,13,1,1924,8,15,1
2,2,13,1,1924,9,13,27
1,1,13,1,1924,9,19,1
1,1,13,1,1925,5,21,1
2,2,13,1,1925,9,26,1
1,1,13,1,1926,1,29,10
1,1,13,1,1926,1,29,10
2,2,13,1,1926,3,11,1
1,2,13,1,1926,3,25,1
1,2,13,1,1926,3,25,1
2,1,13,1,1926,5,18,1
2,2,13,1,1926,6,18,1
2,2,13,1,1926,9,9,1
2,2,13,1,1926,9,24,1
2,2,13,1,1926,10,8,2
2,2,13,1,1927,6,3,1
1,2,13,1,1927,6,3,10
1,2,13,1,1927,6,6,1
2,2,13,1,1927,7,12,1
2,2,13,1,1927,7,15,1
2,2,13,1,1927,10,14,1
2,2,13,1,1927,10,14,10
2,2,13,1,1927,10,14,1
2,2,13,1,1927,10,26,2
2,2,13,1,1928,1,13,10
2,2,13,1,1928,1,20,1
2,2,13,1,1928,2,21,1
2,2,13,1,1928,4,18,1
2,2,13,1,1928,5,4,1
2,2,13,1,1928,5,18,1
2,2,13,1,1928,6,8,1
2,2,13,1,1928,7,6,1
1,2,13,1,1928,7,6,1
2,2,13,1,1928,7,13,10
1,2,13,1,1928,7,13,1
2,2,13,1,1928,8,3,10
1,2,13,1,1928,8,3,10
1,2,13,1,1928,12,19,1
2,2,13,1,1929,1,18,10
2,2,13,1,1929,1,18,10
2,2,13,1,1929,1,18,10
2,2,13,1,1929,1,18,1
1,2,13,1,1929,2,22,1
2,2,13,1,1929,3,20,1
2,2,13,1,1929,5,17,23
2,2,13,1,1929,7,22,1
1,2,13,1,1929,9,11,10
1,2,13,1,1929,9,11,10
1,2,13,1,1929,10,4,2
2,2,13,1,1929,10,4,2
2,2,13,1,1930,1,27,1
2,2,13,1,1930,2,14,1
2,2,13,1,1930,2,21,10
2,2,13,1,1930,3,21,1
2,2,13,1,1930,6,20,1
2,2,13,1,1930,6,27,1
1,2,13,1,1930,11,22,1
2,2,13,1,1931,1,16,2
2,2,13,1,1931,1,27,10
2,2,13,1,1931,3,13,1
2,2,13,1,1931,3,27,1
2,2,13,1,1931,4,17,10
2,2,13,1,1931,4,17,10
2,2,13,1,1931,4,29,1
2,2,13,1,1931,5,18,1
1,2,13,1,1931,5,22,1
2,1,13,1,1931,6,17,1
2,2,13,1,1931,9,11,1
2,2,13,1,1931,10,16,2
2,2,13,1,1931,10,16,1
2,2,13,1,1931,10,30,1
2,2,13,1,1931,10,30,10
2,2,13,1,1931,12,21,1
1,2,13,1,1932,2,9,1
2,2,13,1,1932,2,9,23
2,2,13,1,1932,6,10,1
2,2,13,1,1932,10,7,10
2,2,13,1,1932,10,28,2
2,2,13,1,1932,10,28,2
1,2,13,1,1932,11,4,1
1,2,13,1,1932,11,4,1
2,2,13,1,1932,11,5,1
2,2,13,1,1932,11,16,1
2,2,13,1,1933,4,4,1
2,2,13,1,1933,5,19,1
2,2,13,1,1933,5,20,1
2,2,13,1,1933,6,14,1
2,2,13,1,1933,8,11,1
2,2,13,1,1933,8,11,1
2,2,13,1,1933,8,11,1
2,2,13,1,1933,8,25,1
1,2,13,1,1933,8,25,1
2,2,13,1,1933,9,8,1
2,2,13,1,1933,10,20,1
2,2,13,1,1933,10,27,1
2,2,13,1,1933,10,27,1
1,2,13,1,1933,12,29,1
2,2,13,1,1934,1,12,2
2,2,13,1,1934,3,2,1
2,2,13,1,1934,3,16,10
2,2,13,1,1934,3,16,2
1,2,13,1,1934,4,20,1
2,2,13,1,1934,5,11,11
2,2,13,1,1934,5,15,1
2,2,13,1,1934,5,15,1
2,2,13,1,1934,6,15,1
2,2,13,1,1934,6,15,1
2,2,13,1,1934,9,14,2
2,2,13,1,1934,11,15,1
2,2,13,1,1935,1,21,1
1,2,13,1,1935,2,11,1
2,2,13,1,1935,2,15,1
2,2,13,1,1935,3,1,10
2,2,13,1,1935,3,1,10
2,2,13,1,1935,3,5,11
2,2,13,1,1935,3,7,10
2,2,13,1,1935,3,7,10
1,2,13,1,1935,3,15,1
1,2,13,1,1935,3,29,10
2,2,13,1,1935,4,5,2
2,2,13,1,1935,4,5,1
2,2,13,1,1935,5,10,2
2,2,13,1,1935,5,10,1
1,2,13,1,1935,6,14,1
2,2,13,1,1935,6,14,1
2,2,13,1,1935,7,12,10
2,2,13,1,1935,7,19,2
2,2,13,1,1935,10,10,1
1,2,13,1,1935,10,18,1
2,2,13,1,1935,11,22,1
2,2,13,1,1935,12,20,10
1,2,13,1,1935,12,20,1
2,2,13,1,1936,3,6,1
2,2,13,1,1936,3,20,1
2,2,13,1,1936,3,25,1
2,2,13,1,1936,4,10,2
2,2,13,1,1936,8,6,10
2,2,13,1,1936,8,21,10
2,2,13,1,1936,8,21,10
2,2,13,1,1936,11,12,2
2,2,13,1,1936,12,4,1
2,2,13,1,1936,12,31,1
2,2,13,1,1937,2,24,1
2,2,13,1,1937,4,19,10
2,2,13,1,1937,5,14,1
1,2,13,1,1937,5,21,27
2,2,13,1,1937,5,24,1
2,2,13,1,1937,5,28,1
2,2,13,1,1937,6,14,2
2,2,13,1,1937,6,18,10
1,2,13,1,1937,6,18,1
2,2,13,1,1937,6,25,1
2,2,13,1,1937,7,9,1
1,2,13,1,1937,7,30,1
1,2,13,1,1937,8,13,1
2,2,13,1,1937,9,29,1
2,2,13,1,1937,12,27,1
2,2,13,1,1938,5,6,10
2,2,13,1,1938,5,13,10
1,2,13,1,1938,6,17,2
2,2,13,1,1938,10,28,1
2,2,13,1,1938,10,28,1
2,2,13,1,1938,11,4,1
2,2,13,1,1938,11,10,1
2,2,13,1,1938,11,25,2
2,2,13,1,1938,11,30,2
2,2,13,1,1938,12,9,10
2,2,13,1,1938,12,9,1
2,2,13,1,1938,12,9,10
2,2,13,1,1938,12,9,1
2,2,13,1,1938,12,9,1
2,2,13,1,1938,12,9,1
1,2,13,1,1939,6,23,1
1,2,13,1,1939,7,26,1
2,2,13,1,1939,8,4,10
2,2,13,1,1939,9,29,1
2,2,13,1,1939,11,17,10
2,2,13,1,1939,11,21,1
2,2,13,1,1940,2,9,1
2,2,13,1,1940,2,9,1
2,2,13,1,1940,3,22,1
2,2,13,1,1940,5,17,1
2,2,13,1,1940,8,16,2
2,2,13,1,1940,8,16,2
2,2,13,1,1940,8,23,15
2,2,13,1,1940,8,23,1
2,2,13,1,1940,10,18,2
2,2,13,1,1940,11,8,10
2,2,13,1,1940,12,13,1
2,2,13,1,1940,12,13,10
2,2,13,1,1940,12,27,1
2,2,13,1,1941,1,3,10
2,2,13,1,1941,1,3,10
2,2,13,1,1941,5,12,2
2,2,13,1,1941,5,23,10
2,2,13,1,1941,5,23,1
2,2,13,1,1941,10,10,2
2,2,13,1,1942,1,30,2
2,2,13,1,1942,1,31,1
2,2,13,1,1942,2,6,1
1,2,13,1,1942,3,11,1
1,2,13,1,1942,5,15,1
2,2,13,1,1942,7,2,1
2,2,13,1,1942,7,10,1
2,2,13,1,1942,10,16,11
1,2,13,1,1942,10,16,1
2,2,13,1,1942,11,26,1
2,2,13,1,1943,1,15,1
1,2,13,1,1943,3,12,1
2,2,13,1,1943,3,26,2
2,2,13,1,1943,5,28,11
1,2,13,1,1943,5,28,1
2,2,13,1,1943,6,10,2
2,2,13,1,1943,7,19,1
2,2,13,1,1943,8,10,2
1,2,13,1,1943,8,20,1
2,2,13,1,1943,8,20,10
2,2,13,1,1943,8,20,10
2,2,13,1,1943,8,20,1
2,2,13,1,1943,9,24,1
2,2,13,1,1943,10,22,1
2,2,13,1,1943,12,11,1
2,2,13,1,1943,12,31,1
2,2,13,1,1944,1,5,2
1,2,13,1,1944,1,7,10
2,2,13,1,1944,2,3,2
2,2,13,1,1944,3,7,23
2,2,13,1,1944,3,17,1
2,2,13,1,1944,4,7,1
2,2,13,1,1944,4,28,2
2,2,13,1,1944,4,28,2
2,2,13,1,1944,5,25,1
1,2,13,1,1944,7,28,2
2,2,13,1,1945,1,19,1
2,2,13,1,1945,1,19,1
1,2,13,1,1945,3,2,10
2,2,13,1,1945,3,2,2
2,2,13,2,1945,3,5,1
1,2,13,1,1945,3,9,1
2,2,13,1,1945,3,9,1
2,2,13,1,1945,4,27,1
2,2,13,1,1945,5,11,10
2,2,13,1,1945,5,11,10
2,2,13,1,1945,6,1,2
2,2,13,1,1945,6,29,2
1,2,13,1,1945,7,28,1
2,2,13,1,1945,8,24,15
1,2,13,1,1945,8,24,1
2,2,13,1,1945,9,21,2
2,2,13,1,1945,11,9,10
2,2,13,1,1945,11,9,10
2,2,13,1,1945,11,30,1
2,2,13,1,1946,2,8,1
2,2,13,1,1946,3,29,2
2,2,13,1,1946,3,29,10
2,2,13,1,1946,5,31,2
2,2,13,1,1946,7,5,2
2,2,13,1,1946,7,19,1
1,2,13,1,1946,8,2,1
1,2,13,1,1946,10,22,10
1,2,13,1,1946,11,8,1
2,2,13,1,1946,11,15,2
2,2,13,1,1946,11,22,1
2,2,13,1,1946,11,22,1
2,2,13,1,1946,12,13,10
2,2,13,1,1946,12,20,10
2,2,13,1,1947,2,8,1
2,2,13,1,1947,2,8,1
1,2,13,1,1947,4,18,1
1,2,13,1,1947,4,25,1
2,2,13,1,1947,4,25,1
2,2,13,1,1947,5,2,1
2,2,13,1,1947,6,17,2
2,2,13,1,1947,6,30,10
2,2,13,1,1947,8,1,10
2,2,13,1,1947,8,1,1
1,2,13,1,1947,8,9,10
2,2,13,1,1947,8,13,1
2,2,13,1,1947,10,6,1
2,2,13,1,1947,10,10,1
2,2,13,1,1947,10,10,10
1,2,13,1,1947,11,18,1
2,2,13,1,1948,1,2,10
2,2,13,1,1948,1,2,10
2,2,13,1,1948,2,13,10
2,2,13,1,1948,2,16,1
2,2,13,1,1948,3,5,2
2,2,13,1,1948,3,26,10
2,2,13,1,1948,8,13,1
2,2,13,1,1948,8,16,1
2,2,13,1,1948,10,15,10
1,2,13,1,1948,11,5,10
1,2,13,1,1948,11,5,10
2,2,13,1,1948,11,26,1
1,2,13,1,1949,4,8,1
2,2,13,1,1949,4,20,1
2,2,13,1,1949,5,20,1
2,2,13,1,1949,6,1,1
2,2,13,1,1949,8,19,2
2,2,13,1,1949,9,12,10
2,2,13,1,1949,9,12,10
2,2,13,1,1949,12,16,1
2,2,13,1,1950,1,27,1
2,2,13,1,1950,4,21,1
1,2,13,1,1950,4,28,1
2,2,13,1,1950,5,26,10
2,2,13,1,1950,8,18,10
2,2,13,1,1950,8,18,10
2,2,13,1,1950,8,18,10
2,2,13,1,1950,9,29,1
2,2,13,1,1950,10,28,15
2,2,13,1,1950,11,3,1
1,2,13,1,1950,11,21,10
1,2,13,1,1950,11,21,10
2,2,13,1,1951,3,2,1
2,2,13,1,1951,5,25,2
1,2,13,1,1951,7,27,1
1,2,13,1,1951,10,5,1
2,2,13,1,1951,11,2,2
2,2,13,1,1951,12,14,1
1,2,13,1,1951,12,17,1
1,2,13,1,1952,2,21,1
2,2,13,1,1952,3,1,11
2,2,13,1,1952,3,14,1
1,2,13,1,1952,4,4,1
2,2,13,1,1952,4,17,1
2,2,13,1,1952,4,25,1
2,2,13,1,1952,6,6,1
2,2,13,1,1952,7,25,1
2,2,13,1,1952,10,7,1
2,2,13,1,1952,11,21,1
2,2,13,1,1953,2,27,1
2,2,13,1,1953,4,16,2
2,2,13,1,1953,5,8,1
1,2,13,1,1953,8,24,10
2,2,13,1,1953,8,28,1
2,2,13,1,1953,11,14,1
2,2,13,1,1953,12,18,1
2,2,13,1,1953,12,23,2
2,2,13,1,1954,1,22,1
1,2,13,1,1954,2,5,1
2,2,13,1,1954,5,25,2
2,2,13,1,1954,6,11,2
2,2,13,1,1954,6,15,2
2,2,13,1,1954,8,6,10
2,2,13,1,1954,9,17,15
2,2,13,1,1954,11,5,1
2,2,13,1,1954,11,19,10
2,2,13,1,1954,11,19,10
2,2,13,1,1954,12,12,1
1,2,13,1,1955,1,7,10
2,2,13,1,1955,4,15,1
2,2,13,1,1955,6,17,15
2,2,13,1,1956,1,27,1
2,2,13,1,1956,3,30,10
1,2,13,1,1956,4,13,11
2,2,13,1,1956,6,29,2
2,2,13,1,1956,9,21,1
2,2,13,1,1957,1,4,2
1,2,13,1,1957,2,8,10
1,2,13,1,1957,3,5,1
1,2,13,1,1957,3,8,1
2,2,13,1,1957,3,15,1
2,2,13,1,1957,3,15,1
2,2,13,1,1957,3,19,1
2,2,13,1,1957,3,19,10
2,2,13,1,1957,3,19,10
1,2,13,1,1957,3,25,10
2,2,13,1,1957,7,26,2
1,2,13,1,1957,8,21,2
1,2,13,1,1957,8,21,2
2,2,13,1,1957,9,6,1
2,2,13,1,1957,9,16,1
2,2,13,1,1958,4,18,10
2,2,13,1,1958,9,19,10
2,2,13,1,1958,11,7,2
1,2,13,1,1958,11,14,1
2,2,13,1,1958,12,19,10
2,2,13,1,1959,2,6,1
2,2,13,1,1959,6,5,1
2,2,13,1,1959,8,7,10
2,2,13,1,1959,12,18,1
2,2,13,1,1960,1,15,15
1,2,13,1,1960,3,4,10
2,2,13,1,1960,6,24,10
2,2,13,1,1960,7,1,2
2,2,13,1,1960,11,21,1
1,2,13,1,1961,1,20,1
2,2,13,1,1961,3,24,1
2,2,13,1,1961,8,11,2
2,2,13,1,1962,11,14,1
2,2,13,1,1963,10,4,1
2,2,13,1,1963,10,18,1
1,2,13,1,1964,1,14,1
1,2,13,1,1964,10,16,1
4,1,15,1,1856,11,7,1
4,1,15,1,1867,4,5,1
4,1,15,1,1867,4,5,1
4,1,15,1,1897,12,13,1
4,1,15,1,1898,3,25,1
4,1,15,1,1898,3,25,1
4,1,15,1,1898,4,11,1
4,1,15,1,1902,8,14,1
5,1,15,1,1904,10,26,1
4,1,15,1,1906,5,23,1
4,1,15,1,1906,5,23,1
4,1,15,1,1906,5,23,1
4,1,15,1,1906,6,28,1
5,1,15,1,1906,6,28,1
4,1,15,1,1909,6,21,1
4,1,15,1,1909,10,28,1
4,1,15,1,1910,2,3,1
4,1,15,1,1911,2,14,1
4,1,15,1,1912,1,16,1
4,1,15,1,1913,7,8,1
4,1,15,1,1913,7,8,1
4,1,15,1,1913,7,8,1
4,1,15,1,1914,4,7,1
4,1,15,1,1915,6,25,1
4,1,15,1,1915,10,15,1
4,1,15,1,1915,10,15,1
4,1,15,1,1915,10,15,1
4,1,15,1,1917,1,27,1
4,1,15,1,1917,10,26,1
4,1,15,1,1917,10,26,1
4,1,15,1,1917,11,16,1
4,1,15,1,1917,11,30,1
4,1,15,1,1921,6,2,1
5,1,15,1,1923,10,26,1
4,1,15,1,1927,5,27,1
4,1,15,1,1927,5,27,1
4,1,15,1,1927,8,12,1
4,1,15,1,1927,8,12,1
4,1,15,1,1929,3,2,1
4,1,15,1,1929,11,19,24
4,1,15,1,1932,7,28,1
4,1,15,1,1933,7,15,1
4,1,15,1,1933,11,1,1
4,1,15,1,1937,8,5,1
4,1,15,1,1940,5,27,1
4,1,15,1,1941,9,19,1
4,1,15,1,1941,10,24,1
4,1,15,1,1944,1,7,1
1,1,16,1,1864,3,4,10
1,1,16,1,1864,3,4,10
1,1,16,1,1864,3,4,10
1,1,16,1,1868,1,24,1
1,1,16,1,1869,12,10,10
3,1,16,1,1878,6,28,1
1,1,16,1,1881,10,14,10
1,1,16,1,1882,12,29,10
1,1,16,1,1884,8,1,1
4,1,16,1,1885,9,18,1
1,1,16,1,1886,6,9,1
2,1,16,1,1888,8,17,1
1,1,16,1,1896,5,27,1
1,1,16,1,1897,4,30,1
1,1,16,1,1898,6,24,10
1,1,16,1,1901,11,30,10
1,1,16,1,1904,12,16,1
1,1,16,1,1906,8,10,1
1,1,16,1,1909,5,7,1
2,1,16,1,1924,12,19,10
1,1,16,1,1926,7,9,1
1,1,16,1,1951,4,13,10
1,1,16,1,1951,4,13,10
1,1,16,1,1957,10,18,11
2,10,17,1,1779,6,15,9
3,1,17,1,1819,7,14,1
1,1,17,1,1821,9,3,1
1,1,17,1,1824,2,12,1
1,1,17,1,1824,5,10,1
1,1,17,1,1826,11,26,1
1,1,17,1,1834,4,30,1
1,1,17,1,1834,6,9,1
1,1,17,1,1834,12,22,1
1,1,17,1,1836,6,10,10
1,1,17,1,1839,5,18,1
1,1,17,1,1840,6,2,1
1,1,17,1,1840,7,10,11
1,1,17,2,1845,5,23,1
1,1,17,1,1845,10,19,10
1,1,17,1,1845,10,19,10
1,1,17,1,1845,10,19,10
1,1,17,1,1850,10,11,1
1,1,17,1,1851,1,19,10
1,1,17,1,1853,5,24,1
1,1,17,1,1853,6,28,10
1,1,17,1,1854,9,4,1
1,1,17,1,1855,7,13,1
1,1,17,1,1857,3,27,1
1,1,17,1,1857,6,19,1
1,1,17,1,1857,6,26,1
1,1,17,1,1857,7,3,1
1,1,17,1,1861,3,1,10
2,1,17,1,1861,5,17,11
1,1,17,1,1861,8,15,1
1,1,17,1,1862,2,7,1
1,1,17,1,1865,6,13,1
1,1,17,1,1865,12,15,1
1,1,17,1,1865,12,15,1
1,1,17,1,1865,12,22,10
1,1,17,1,1866,7,27,1
1,1,17,1,1867,4,26,1
1,1,17,1,1869,10,23,1
1,1,17,1,1870,7,30,1
1,1,17,1,1871,12,29,1
1,1,17,1,1873,3,14,1
1,1,17,1,1873,3,14,1
1,1,17,1,1873,5,16,1
1,1,17,1,1874,2,27,1
1,1,17,1,1875,6,18,10
1,1,17,1,1876,1,21,1
1,1,17,1,1876,6,16,1
1,1,17,1,1878,6,21,1
1,1,17,1,1878,6,21,1
1,1,17,1,1878,7,5,1
2,1,17,1,1879,9,16,1
1,1,17,1,1880,3,17,11
1,1,17,1,1881,1,21,1
1,1,17,1,1882,3,24,1
1,1,17,1,1882,5,12,10
1,1,17,1,1882,6,16,1
2,1,17,1,1882,9,15,1
1,1,17,1,1883,1,12,1
1,1,17,1,1883,5,11,1
1,1,17,1,1884,5,16,1
1,1,17,1,1884,9,18,1
2,1,17,1,1885,1,16,10
1,1,17,1,1885,11,14,1
1,1,17,1,1885,11,14,1
1,1,17,1,1885,11,14,1
2,1,17,1,1886,1,15,1
1,1,17,1,1886,3,26,10
1,1,17,1,1886,7,16,1
1,1,17,1,1887,11,11,1
1,1,17,1,1887,11,11,1
1,1,17,1,1887,11,11,1
1,1,17,1,1887,11,11,1
2,1,17,1,1888,5,12,1
1,1,17,1,1888,11,23,1
1,1,17,1,1891,3,14,1
1,1,17,1,1891,5,9,1
2,1,17,1,1892,5,14,10
2,1,17,1,1892,5,14,10
2,1,17,1,1893,8,18,10
1,1,17,1,1893,12,8,10
1,1,17,1,1893,12,8,10
1,1,17,1,1894,1,19,11
1,1,17,1,1894,3,23,10
1,1,17,1,1894,7,13,1
1,1,17,1,1895,5,31,10
1,1,17,1,1895,5,31,10
1,1,17,1,1895,10,11,1
2,1,17,1,1896,1,23,1
1,1,17,1,1896,3,14,1
2,1,17,1,1896,5,15,1
1,1,17,1,1896,6,5,1
1,1,17,1,1896,10,30,1
1,1,17,1,1896,12,4,1
1,1,17,1,1897,2,19,1
1,1,17,1,1897,5,14,10
2,1,17,1,1897,5,28,10
2,1,17,1,1897,5,28,1
1,1,17,1,1898,4,22,1
1,1,17,1,1898,10,14,1
1,1,17,1,1898,12,16,10
2,1,17,1,1899,2,17,10
1,1,17,1,1899,11,10,1
1,1,17,1,1899,11,17,1
2,1,17,1,1899,12,29,1
1,1,17,1,1901,10,11,1
1,1,17,1,1902,8,8,11
1,1,17,1,1903,7,10,10
1,1,17,1,1903,7,10,10
2,1,17,1,1903,12,11,1
1,1,17,1,1904,4,15,10
1,1,17,1,1904,4,22,10
1,1,17,1,1904,4,22,10
1,1,17,1,1904,4,22,10
1,1,17,1,1904,9,30,1
1,1,17,1,1905,6,16,1
1,1,17,1,1906,2,16,1
2,1,17,1,1906,2,16,1
1,1,17,1,1906,2,23,1
1,1,17,1,1906,6,22,11
2,1,17,1,1906,10,12,1
2,1,17,1,1907,12,13,10
1,1,17,1,1907,12,20,1
2,1,17,1,1908,10,23,1
2,1,17,1,1910,2,18,1
2,1,17,1,1910,7,22,1
2,1,17,1,1911,7,16,1
2,1,17,1,1912,2,16,23
1,1,17,1,1912,2,17,10
1,1,17,1,1912,2,17,10
1,1,17,1,1912,2,17,10
1,1,17,1,1912,2,17,10
2,1,17,1,1915,10,16,1
2,1,17,1,1917,2,16,10
1,1,17,1,1918,2,15,1
1,1,17,1,1918,2,15,10
1,1,17,1,1918,12,6,1
1,1,17,1,1919,10,17,11
1,1,17,1,1920,1,2,1
1,1,17,1,1920,2,20,1
2,1,17,1,1920,4,16,1
2,1,17,1,1920,4,16,10
1,1,17,1,1920,10,14,10
1,1,17,1,1920,11,17,10
1,1,17,1,1920,11,19,1
1,1,17,1,1920,12,10,10
1,1,17,1,1921,2,11,10
1,1,17,1,1921,4,15,1
1,1,17,1,1921,4,15,10
1,1,17,1,1921,4,15,10
1,1,17,1,1921,4,15,10
2,1,17,1,1921,6,24,1
2,1,17,1,1921,6,24,1
5,1,17,1,1921,7,8,1
1,1,17,1,1921,9,30,1
2,1,17,1,1921,10,21,1
1,1,17,1,1921,11,9,1
1,1,17,1,1922,3,2,10
1,1,17,1,1923,6,15,1
2,1,17,1,1924,4,11,10
2,1,17,1,1924,4,18,1
1,1,17,1,1924,12,22,1
2,1,17,1,1925,1,16,10
1,1,17,1,1925,2,13,1
2,1,17,1,1925,5,15,10
2,1,17,1,1925,6,19,1
1,1,17,1,1925,10,16,1
2,1,17,1,1926,1,29,10
1,1,17,1,1926,2,13,10
1,1,17,1,1926,4,16,1
1,1,17,1,1926,4,16,1
5,1,17,1,1926,4,16,1
2,1,17,1,1926,4,16,10
1,1,17,1,1926,12,31,10
1,1,17,1,1926,12,31,10
2,1,17,1,1927,2,18,10
1,1,17,1,1927,4,15,1
2,1,17,1,1927,4,29,1
1,1,17,1,1927,6,17,1
5,1,17,1,1927,6,24,1
1,1,17,1,1927,7,15,1
1,1,17,1,1927,7,15,1
5,1,17,1,1927,7,15,1
1,1,17,1,1927,10,21,1
1,1,17,1,1927,12,23,1
1,1,17,1,1928,4,19,1
1,1,17,1,1928,10,10,1
3,2,17,1,1928,12,15,10
2,2,17,1,1928,12,15,10
1,2,17,1,1929,2,20,1
1,2,17,1,1929,2,20,1
1,2,17,1,1929,6,20,10
1,2,17,1,1929,6,20,10
2,2,17,1,1930,4,11,1
1,2,17,1,1930,5,9,1
2,2,17,1,1930,10,3,10
2,2,17,1,1930,10,3,10
2,2,17,1,1930,11,28,10
1,2,17,1,1930,12,12,10
1,2,17,1,1931,10,9,11
1,2,17,1,1931,10,16,10
1,2,17,1,1931,10,16,10
1,2,17,1,1931,10,16,1
1,2,17,1,1931,10,16,10
1,2,17,1,1931,10,20,1
1,2,17,1,1931,12,11,1
2,2,17,1,1931,12,11,1
1,2,17,1,1932,1,8,10
2,2,17,1,1932,1,15,10
1,2,17,1,1932,8,27,10
2,2,17,1,1932,9,23,1
1,2,17,1,1933,10,13,22
2,2,17,1,1933,12,22,1
1,2,17,1,1933,12,22,10
1,2,17,1,1934,4,20,10
1,2,17,1,1934,4,20,1
2,2,17,1,1934,4,20,1
1,2,17,1,1934,6,26,10
1,2,17,1,1935,3,21,10
1,2,17,1,1935,4,23,1
1,2,17,1,1935,4,23,1
1,2,17,1,1935,5,10,10
1,2,17,1,1935,5,10,10
1,2,17,1,1935,5,10,10
1,2,17,1,1935,7,9,1
1,2,17,1,1935,7,9,1
1,2,17,1,1935,7,9,1
1,2,17,1,1935,10,15,11
1,2,17,1,1936,10,21,1
1,2,17,1,1936,10,21,1
2,2,17,1,1937,2,26,1
2,2,17,1,1937,2,26,1
1,2,17,1,1937,3,2,1
1,2,17,1,1937,4,16,1
1,2,17,1,1937,4,16,1
1,2,17,1,1937,4,16,1
1,2,17,1,1937,10,15,1
1,2,17,2,1938,1,28,6
1,2,17,1,1938,1,28,1
2,2,17,1,1938,4,19,10
1,2,17,1,1938,7,14,24
1,2,17,1,1938,10,21,10
1,2,17,1,1939,4,14,1
2,2,17,1,1939,6,16,19
1,2,17,1,1939,10,13,1
2,2,17,1,1940,4,19,1
1,2,17,1,1940,5,17,10
1,2,17,1,1940,5,17,10
1,2,17,1,1940,12,13,11
2,2,17,1,1942,1,15,10
1,2,17,1,1942,1,17,1
1,2,17,1,1942,5,13,1
1,2,17,1,1942,9,18,1
1,2,17,1,1943,11,26,10
2,2,17,1,1945,10,19,1
2,2,17,1,1947,6,20,1
1,2,17,1,1949,9,16,1
1,2,17,1,1949,11,26,1
5,2,17,1,1950,4,21,10
5,2,17,1,1950,4,21,10
2,2,17,1,1950,11,17,10
1,2,17,1,1952,1,25,10
2,2,17,1,1952,3,14,10
2,2,17,1,1952,10,17,1
2,2,17,1,1952,10,17,1
2,2,17,1,1953,3,19,1
1,2,17,1,1958,12,19,1
1,2,17,1,1962,3,23,1
2,2,17,1,1962,8,24,1
1,1,18,1,1817,4,1,1
1,1,18,1,1818,10,1,1
1,1,18,1,1820,3,31,1
1,1,18,1,1821,7,26,10
1,1,18,1,1822,10,22,1
2,1,18,1,1822,12,6,1
1,1,18,1,1823,6,27,1
2,1,18,1,1824,4,9,2
1,1,18,1,1825,1,12,1
1,1,18,1,1825,6,3,1
1,1,18,1,1825,6,3,1
1,1,18,1,1829,5,11,1
1,1,18,1,1830,11,12,1
1,1,18,1,1833,6,11,1
1,1,18,1,1836,4,25,1
1,1,18,1,1838,6,15,10
1,1,18,1,1840,11,3,1
1,1,18,1,1841,2,12,10
1,1,18,1,1841,10,7,1
1,1,18,1,1842,12,30,1
1,1,18,1,1844,7,5,1
